Server Info
time,10.507,15.925,21.137,26.335
elapsed,0.000,5.418,10.630,15.828
bitrate,2000,1401,800,800
framerate,29.97,29.97,29.97,29.97
bufferLevel,6.62,30.615,30.624,30.942
GMSD,0,0,0.98342,0
bitrateSwitch,0,1,1,0
stalling,0,0,0,0
stallingTime (sec),0,0,0,0
Throughput (Kbps),8608,12068,2611,2148

IP,10.0.0.13
Attribute,HIGH
initTime,2023-04-13 16:56:14.641219
endTime,2023-04-13 16:58:09.644806
liveTime(sec),115.003587
startupDelay,888
Total stalling Event,0
player width,1280
player height,720
time,16.439,22.196,27.462
elapsed,0.000,5.757,11.023
bitrate,400,400,400
framerate,29.97,29.97,29.97
bufferLevel,22.077,22.264,18.731
GMSD,0,0,0.91774
bitrateSwitch,0,0,0
stalling,0,0,0
stallingTime (sec),0,0,0
Throughput (Kbps),3960,1292,603

IP,10.0.0.26
Attribute,HIGH
initTime,2023-04-13 16:56:18.630690
endTime,2023-04-13 16:58:09.648968
liveTime(sec),111.018278
startupDelay,620
Total stalling Event,0
player width,1280
player height,720
time,21.589,27.247
elapsed,0.000,5.658
bitrate,400,400
framerate,29.97,29.97
bufferLevel,21.372,21.574
GMSD,0,0
bitrateSwitch,0,0
stalling,0,0
stallingTime (sec),0,0
Throughput (Kbps),3960,1292

IP,10.0.0.40
Attribute,HIGH
initTime,2023-04-13 16:56:23.860314
endTime,2023-04-13 16:58:09.497617
liveTime(sec),105.637303
startupDelay,505
Total stalling Event,0
player width,1280
player height,720
time,27.216
elapsed,0.000
bitrate,400
framerate,29.97
bufferLevel,21.499
GMSD,0
bitrateSwitch,0
stalling,0
stallingTime (sec),0
Throughput (Kbps),3960

IP,10.0.0.3
Attribute,HIGH
initTime,2023-04-13 16:56:25.428653
endTime,2023-04-13 16:58:09.843498
liveTime(sec),104.414845
startupDelay,1190
Total stalling Event,0
player width,1280
player height,720
time,27.701
elapsed,0.000
bitrate,400
framerate,29.97
bufferLevel,30.656
GMSD,0
bitrateSwitch,0
stalling,0
stallingTime (sec),0
Throughput (Kbps),6379

IP,10.0.0.19
Attribute,HIGH
initTime,2023-04-13 16:56:09.052654
endTime,2023-04-13 16:58:09.739706
liveTime(sec),120.687052
startupDelay,764
Total stalling Event,0
player width,1280
player height,720
time,11.188,16.124,22.136,27.551
elapsed,0.000,4.936,10.948,16.363
bitrate,400,400,400,400
framerate,29.97,29.97,29.97,29.97
bufferLevel,22.317,22.697,22.425,18.566
GMSD,0,0,0.82052,0
bitrateSwitch,0,0,0,0
stalling,0,0,0,0
stallingTime (sec),0,0,0,0
Throughput (Kbps),3960,1292,892,639

IP,10.0.0.49
Attribute,HIGH
initTime,2023-04-13 16:56:14.972552
endTime,2023-04-13 16:58:09.795775
liveTime(sec),114.823223
startupDelay,827
Total stalling Event,0
player width,1280
player height,720
time,16.920,22.951,27.725
elapsed,0.000,6.031,10.805
bitrate,400,400,400
framerate,29.97,29.97,29.97
bufferLevel,31.608,31.295,31.959
GMSD,0,0,0.81224
bitrateSwitch,0,0,0
stalling,0,0,0
stallingTime (sec),0,0,0
Throughput (Kbps),5600,976,927

IP,10.0.0.7
Attribute,HIGH
initTime,2023-04-13 16:56:15.815508
endTime,2023-04-13 16:58:11.042002
liveTime(sec),115.226494
startupDelay,1087
Total stalling Event,0
player width,1280
player height,720
time,17.441,23.055,28.789
elapsed,0.000,5.614,11.348
bitrate,400,400,400
framerate,29.97,29.97,29.97
bufferLevel,22.52,20.056,23.577
GMSD,0,0,0.81887
bitrateSwitch,0,0,0
stalling,0,0,0
stallingTime (sec),0,0,0
Throughput (Kbps),3960,919,1265


IP,10.0.0.17
Attribute,HIGH
initTime,2023-04-13 16:56:09.950919
endTime,2023-04-13 16:58:11.917153
liveTime(sec),121.966234
startupDelay,810
Total stalling Event,0
player width,1280
player height,720
time,11.751,16.862,22.880,27.814
elapsed,0.000,5.111,11.129,16.063
bitrate,2000,1401,1401,800
framerate,29.97,29.97,29.97,29.97
bufferLevel,6.242,30.203,31.496,31.59
GMSD,0,0,0.98296,0
bitrateSwitch,0,1,0,1
stalling,0,0,0,0
stallingTime (sec),0,0,0,0
Throughput (Kbps),8608,12543,3067,2148

IP,10.0.0.37
Attribute,HIGH
initTime,2023-04-13 16:56:16.093892
endTime,2023-04-13 16:58:12.012258
liveTime(sec),115.918366
startupDelay,867
Total stalling Event,0
player width,1280
player height,720
time,18.479,23.673,29.998
elapsed,0.000,5.194,11.519
bitrate,400,400,2000
framerate,29.97,29.97,29.97
bufferLevel,31.238,30.147,26.33
GMSD,0,0,0.96725
bitrateSwitch,0,0,1
stalling,0,0,0
stallingTime (sec),0,0,0
Throughput (Kbps),5600,976,2680

IP,10.0.0.35
