bitrate,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,30.093,18.714,26.855,15.667,19.578,27.668,15.222,23.196,31.241,19.742,28.16,16.163,23.613,32.275,20.571,28.79,17.503,26.582,14.175,22.632,31.137,19.166,27.317,15.794
GMSD,0,0,0.89931,0,0.88076,0,0.87011,0,0,0.84882,0.90137,0,0.91312,0,0.84492,0,0.86776,0,0.93382,0,0.93787,0,0.86120,0
bitrateSwitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),4880,0,1529,0,1499,1337,0,1740,1197,0,1363,0,1568,1697,0,1665,0,1461,0,1593,1657,0,1584,0

IP,10.0.0.26
Attribute,HIGH
initTime,2023-04-14 12:37:05.452748
endTime,2023-04-14 12:39:26.448311
liveTime(sec),140.995563
startupDelay,644
Total stalling Event,0
player width,1280
player height,720
time,13.792,19.675,25.274,30.030,36.252,40.064,44.618,49.185,57.412,62.789,67.844,73.642,77.220,81.644,86.582,91.477,95.964,101.521,105.679,111.333,115.430,119.280,124.221,129.158
elapsed,0.000,5.883,11.482,16.238,22.460,26.272,30.826,35.393,43.620,48.997,54.052,59.850,63.428,67.852,72.790,77.685,82.172,87.729,91.887,97.541,101.638,105.488,110.429,115.366
bitrate,2000,1401,2000,2000,1401,800,800,800,800,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,9.602,30.163,26.12,16.106,19.586,28.446,33.041,29.648,33.321,30.578,30.614,30.681,31.328,32.541,29.692,29.819,29.865,30.927,30.142,31.256,31.246,31.237,31.464,31.41
GMSD,0,0,0.79237,0,0.99547,0,0.95959,0,0,0.97905,0.94763,0,0.94125,0,0.90945,0,0.87150,0,0.86298,0,0.87324,0,0.87509,0
bitrateSwitch,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),2513,8839,8808,5554,10674,3826,2697,1259,1974,415,947,866,1010,1033,660,1011,897,914,910,1027,907,1006,984,1052

IP,10.0.0.31
Attribute,HIGH
initTime,2023-04-14 12:37:05.791124
endTime,2023-04-14 12:39:26.448313
liveTime(sec),140.657189
startupDelay,1193
Total stalling Event,0
player width,1280
player height,720
time,13.442,18.486,24.406,29.636,35.522,39.356,44.193,48.849,60.698,63.561,68.165,72.620,77.678,82.034,85.146,91.668,96.480,101.138,105.546,110.014,114.817,118.959
elapsed,0.000,5.044,10.964,16.194,22.080,25.914,30.751,35.407,47.256,50.119,54.723,59.178,64.236,68.592,71.704,78.226,83.038,87.696,92.104,96.572,101.375,105.517
bitrate,2000,2000,1401,800,800,800,800,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,6.674,6.707,30.35,30.54,30.951,30.945,30.335,30.864,32.199,32.017,31.988,28.751,28.676,29.47,32.657,32.63,32.791,33.069,32.604,29.656,29.924,29.718
GMSD,0,0,0.75980,0,0.86820,0,0.93250,0,0,0.94954,0.94884,0,0.91424,0,0.85014,0,0.90192,0,0.84596,0,0.84049,0
bitrateSwitch,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),5579,5666,11089,3163,1471,1983,2088,853,691,708,950,571,1010,1033,1433,808,950,911,973,592,1065,943

IP,10.0.0.24
Attribute,HIGH
initTime,2023-04-14 12:37:05.916575
endTime,2023-04-14 12:39:26.448316
liveTime(sec),140.531741
startupDelay,691
Total stalling Event,0
player width,1280
player height,720
time,14.159,19.236,25.735,30.337,36.298,40.446,44.892,59.027,59.691,64.888,69.083,73.570,78.354,82.075,86.616,92.043,96.245,102.073,105.921,111.280,115.713,119.948,124.482
elapsed,0.000,5.077,11.576,16.178,22.139,26.287,30.733,44.868,45.532,50.729,54.924,59.411,64.195,67.916,72.457,77.884,82.086,87.914,91.762,97.121,101.554,105.789,110.323
bitrate,2000,1401,800,800,800,800,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,6.068,29.965,32.015,32.293,32.455,29.342,30.451,30.702,29.59,29.685,29.825,29.903,33.618,30.827,30.563,30.713,30.825,31.162,30.337,30.698,30.435,30.67,31.339
GMSD,0,0,0.75537,0,0.74418,0,0.81869,0,0.95212,0,0.90636,0,0.87684,0,0.94032,0,0.91200,0,0.86280,0,0.86142,0,0.90956
bitrateSwitch,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),8608,12543,3728,2168,1473,1300,1724,853,691,708,950,904,1415,651,1078,808,950,911,973,955,1052,879,1127

IP,10.0.0.21
Attribute,HIGH
initTime,2023-04-14 12:37:06.158618
endTime,2023-04-14 12:39:26.448318
liveTime(sec),140.2897
startupDelay,1424
Total stalling Event,0
player width,1280
player height,720
time,13.823,19.059,25.565,29.880,35.785,39.649,44.413,49.058,55.442,63.232,68.770,72.563,77.957,82.403,85.702,90.806,95.946,100.365,105.637,110.425,115.403,119.243,124.041
elapsed,0.000,5.236,11.742,16.057,21.962,25.826,30.590,35.235,41.619,49.409,54.947,58.740,64.134,68.580,71.879,76.983,82.123,86.542,91.814,96.602,101.580,105.420,110.218
bitrate,400,2000,2000,1401,800,800,800,800,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,30.985,19.215,6.649,31.432,31.767,30.822,30.882,30.603,30.609,30.287,30.026,30.119,31.209,32.069,31.973,31.86,32.126,28.786,33.039,29.708,33.652,29.497,30.067
GMSD,0,0,0.75587,0,0.86281,0,0.98861,0,0,0.94738,0.86130,0,0.87290,0,0.89443,0,0.91188,0,0.86114,0,0.76126,0,0.93071
bitrateSwitch,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),4880,46306,6744,12082,2406,1983,2088,1785,1011,708,950,904,940,1126,1078,808,950,629,1254,592,1415,593,1095

IP,10.0.0.49
Attribute,HIGH
initTime,2023-04-14 12:37:06.353595
endTime,2023-04-14 12:39:26.448321
liveTime(sec),140.094726
startupDelay,518
Total stalling Event,0
player width,1280
player height,720
time,14.721,20.108,26.207,30.831,36.677,40.551,45.405,59.539,60.655,63.334,69.654,74.049,76.703,83.161,88.325,92.787,96.492,102.338,106.064,111.888,116.103
elapsed,0.000,5.387,11.486,16.110,21.956,25.830,30.684,44.818,45.934,48.613,54.933,59.328,61.982,68.440,73.604,78.066,81.771,87.617,91.343,97.167,101.382
bitrate,2000,1401,2000,2000,1401,800,800,800,800,400,400,400,400,400,400,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,9.383,18.267,25.632,14.262,18.354,31.152,31.551,32.243,32.379,32.598,32.277,32.942,33.02,30.015,30.36,30.156,31.332,31.19,30.996,31.408,31.803
GMSD,0,0,0.75705,0,0.99701,0,0.91451,0.97781,0,0,0.98084,0,0.88825,0,0.82894,0,0.86193,0,0.94137,0,0.94097
bitrateSwitch,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
