Server Info
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),1989,1989,1332,1866,2557,892,4619,4198,1537,1616,2418,3769,2829,2332,2163,3497,3548,1934,1624

IP,10.0.0.29
Attribute,HIGH
initTime,2023-05-18 00:25:21.540615
endTime,2023-05-18 00:27:20.714163
liveTime(sec),119.173548
startupDelay,0
Total stalling Event,0
player width,1280
player height,720
time,118.266,120.414,123.403,128.129
elapsed,0.000,2.148,5.137,9.863
bitrate,400,400,400,800
framerate,29.97,29.97,29.97,29.97
bufferLevel,59.314,48.427,32.683,4.456
GMSD,0,0,0,0
bitrateSwitch,0,0,0,1
stalling,0,0,0,0
stallingTime (sec),0,0,0,0
Throughput (Kbps),822,2355,2221,2314

IP,10.0.0.30
Attribute,HIGH
initTime,2023-05-18 00:25:22.233480
endTime,2023-05-18 00:27:20.714165
liveTime(sec),118.480685
startupDelay,5295
Total stalling Event,0
player width,1280
player height,720
time,86.316,87.632,89.190,90.013,92.459,92.525,95.578,95.874,103.961,104.420,104.579,109.239,110.159,110.926,112.926,120.004,122.214,126.187
elapsed,0.000,1.316,2.874,3.697,6.143,6.209,9.262,9.558,17.645,18.104,18.263,22.923,23.843,24.610,26.610,33.688,35.898,39.871
bitrate,400,400,400,2000,400,400,2000,2000,1401,2000,800,800,800,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,0.365,4.105,12.717,9.453,1.745,21.423,13.673,3.065,4.154,0,15.528,1.418,24.234,32.735,49.597,58.293,59.861,60.081
GMSD,0.87787,0.84282,0,0,0,0,0.90080,0,0.85608,0,0,0.84932,0.92395,0,0.92193,0,0.88518,0
bitrateSwitch,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Throughput (Kbps),2012,2073,2199,569,4407,2526,3742,439,5890,11,6213,3584,2318,3148,2398,1665,814,985


IP,10.0.0.8
Attribute,HIGH
initTime,2023-05-18 00:25:23.316048
endTime,2023-05-18 00:27:20.714171
liveTime(sec),117.398123
startupDelay,4997
Total stalling Event,0
player width,1280
player height,720
time,83.128,83.161,85.071,87.452,89.786,91.502,94.373,96.619,97.882,105.306,105.320,105.428,110.018,112.998,115.469,118.652
elapsed,0.000,0.033,1.943,4.324,6.658,8.374,11.245,13.491,14.754,22.178,22.192,22.300,26.890,29.870,32.341,35.524
bitrate,1401,400,1401,800,400,400,2000,2000,2000,2000,2000,800,1401,1401,1401,2000
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,7.271,4.004,1.901,2.443,1.721,16.693,27.881,22.763,17.866,7.923,12.781,2.761,5.669,8.739,11.904,18.767
GMSD,0,0,0,0.81630,0.80684,0,0.90342,0,0,0.92667,0,0,0.93528,0.94663,0.97948,0
bitrateSwitch,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),1989,1989,1332,2557,2008,2368,1265,2037,4707,3482,2073,3155,2608,2418,2473,2565

IP,10.0.0.26
Attribute,HIGH
initTime,2023-05-18 00:25:35.919268
endTime,2023-05-18 00:27:20.714174
liveTime(sec),104.794906
startupDelay,5443
Total stalling Event,0
player width,1280
player height,720
time,87.344,90.539,97.405,100.612,103.274,103.430,106.137,106.885,111.944,112.267,115.089,116.070,116.406,116.821
elapsed,0.000,3.195,10.061,13.268,15.930,16.086,18.793,19.541,24.600,24.923,27.745,28.726,29.062,29.477
bitrate,800,400,400,2000,2000,400,2000,400,2000,2000,2000,400,2000,2000
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,1.538,0.374,12.732,9.268,0,11.035,8.295,4.107,19.605,0,0,10.884,8.163,19.372
GMSD,0.93410,0.84146,0.81661,0,0,0,0,0,0,0,0.86703,0.84982,0,0
bitrateSwitch,0,1,0,1,0,1,1,1,1,0,0,1,1,0
stalling,0,1,0,0,1,0,0,0,0,1,1,0,0,0
stallingTime (sec),0,1,1,1,2,2,2,2,2,3,4,4,4,4
Throughput (Kbps),3584,2012,2480,2361,1537,4231,3432,2073,2797,11,1624,4011,3242,1197

IP,10.0.0.25
Attribute,HIGH
initTime,2023-05-18 00:26:04.684093
endTime,2023-05-18 00:27:20.714177
liveTime(sec),76.030084
startupDelay,0
Total stalling Event,0
player width,0
player height,0
time,76.664
elapsed,0.000
bitrate,800
framerate,29.97
bufferLevel,1.273
GMSD,0
bitrateSwitch,0
stalling,0
stallingTime (sec),0
Throughput (Kbps),1991

Avg GMSD,0.8959805514705881
Total Bitrate Switch,288
Total Stalling Event, 52

