bufferLevel,7.856,13.299,14.84,15.827,15.775,16.39,13.281,12.921,14.012,17.596,14.358,15.335,16.049,16.741,17.65,18.115,17.831,15.008,15.175,15.339,15.868,16.551,17.002,14.413,18.019,15.169,15.118
GMSD,0,0,0.95408,0,0.83707,0,0.88766,0,0.86740,0,0.87188,0,0.94669,0,0.89943,0,0.87246,0,0.88126,0,0.90950,0,0.85873,0,0.83883,0,0.84395
bitrateSwitch,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),7765,7869,2633,2202,1883,1805,405,919,1089,1133,411,708,950,904,940,1126,1078,587,814,985,889,957,1065,600,1439,598,896

IP,10.0.0.7
Attribute,HIGH
initTime,2023-05-17 20:57:31.014975
endTime,2023-05-17 20:59:56.966162
liveTime(sec),145.951187
startupDelay,1044
Total stalling Event,0
player width,1280
player height,720
time,10.054,15.059,20.218,25.319,31.738,37.298,43.227,47.666,51.771,57.374,61.644,67.211,71.476,76.329,81.632,86.056,91.194,95.986,100.939,105.870,111.320,115.918,120.743,125.407,130.411,135.330,140.365
elapsed,0.000,5.005,10.164,15.265,21.684,27.244,33.173,37.612,41.717,47.320,51.590,57.157,61.422,66.275,71.578,76.002,81.140,85.932,90.885,95.816,101.266,105.864,110.689,115.353,120.357,125.276,130.311
bitrate,2000,2000,2000,2000,2000,2000,1401,1401,1401,1401,1401,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,8.319,3.27,6.361,5.271,4.363,4.346,3.765,6.947,9.787,16.745,15.935,14.776,9.845,4.791,7.873,6.788,5.828,4.727,7.884,6.788,5.881,4.856,7.845,6.888,5.754,4.92,7.957
GMSD,0,0,0.99631,0,0.91529,0,0.99605,0,0.90341,0,0.98744,0,0.98829,0,0.99613,0,0.99651,0,0.99614,0,0.99525,0,0.99588,0,0.98736,0,0.99741
bitrateSwitch,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),5899,0,3673,1823,2037,2582,2127,2633,2041,3067,1129,1289,3093,1719,5326,1495,439,1624,3066,1882,1619,1890,3242,1387,1317,1148,2022

IP,10.0.0.26
Attribute,HIGH
initTime,2023-05-17 20:57:31.394378
endTime,2023-05-17 20:59:56.966165
liveTime(sec),145.571787
startupDelay,599
Total stalling Event,0
player width,1280
player height,720
time,10.918,16.226,21.062,26.135,32.569,38.246,43.398,47.789,52.773,57.746,62.651,67.584,72.364,77.084,82.128,86.785,91.539,96.842,101.764,106.717,112.162,116.870,121.780,126.651,131.248,136.350,141.410
elapsed,0.000,5.308,10.144,15.217,21.651,27.328,32.480,36.871,41.855,46.828,51.733,56.666,61.446,66.166,71.210,75.867,80.621,85.924,90.846,95.799,101.244,105.952,110.862,115.733,120.330,125.432,130.492
bitrate,2000,1401,1401,800,800,800,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,6.555,15.075,15.523,16.124,12.573,13.461,13.78,13.891,14.189,14.693,15.895,16.004,16.572,18.05,18.246,15.876,15.785,16.83,17.437,14.84,16.011,16.32,16.636,17.175,13.475,18.332,15.085
GMSD,0,0,0.93254,0,0.90463,0,0.97254,0,0.86094,0,0.86579,0,0.90238,0,0.92333,0,0.88738,0,0.88097,0,0.91488,0,0.85867,0,0.76941,0,0.90230
bitrateSwitch,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),7765,7869,3695,2089,1351,2168,711,976,1074,786,582,822,940,998,1046,651,1078,808,950,629,889,957,1065,943,640,1368,580

IP,10.0.0.22
Attribute,HIGH
initTime,2023-05-17 20:57:31.667344
endTime,2023-05-17 20:59:56.966168
liveTime(sec),145.298824
startupDelay,669
Total stalling Event,0
player width,1280
player height,720
time,10.879,16.195,21.029,25.963,32.560,38.291,43.288,47.876,52.592,57.811,62.496,67.384,72.060,77.211,82.090,87.185,92.274,96.522,101.973,106.674,111.970,116.433,121.382,126.424,131.183,136.145,141.250
elapsed,0.000,5.316,10.150,15.084,21.681,27.412,32.409,36.997,41.713,46.932,51.617,56.505,61.181,66.332,71.211,76.306,81.395,85.643,91.094,95.795,101.091,105.554,110.503,115.545,120.304,125.266,130.371
bitrate,2000,1401,1401,800,800,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,7.114,8.306,13.969,14.627,14.774,15.839,15.578,16.113,16.254,13.109,13.555,14.39,14.878,15.525,16.252,16.823,17.101,13.8,17.895,14.188,15.006,14.997,16.296,17.505,17.256,13.554,18.364
GMSD,0,0,0.88866,0,0.85591,0,0.87705,0,0.86922,0,0.87952,0,0.89149,0,0.84591,0,0.78032,0,0.82942,0,0.85567,0,0.84752,0,0.88077,0,0.84350
bitrateSwitch,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),7765,4522,5980,2202,1883,1805,710,976,1074,506,691,708,950,904,940,1126,1078,587,1170,629,889,957,1065,943,1095,598,1251

IP,10.0.0.8
Attribute,HIGH
initTime,2023-05-17 20:57:31.837557
endTime,2023-05-17 20:59:56.966172
liveTime(sec),145.128615
startupDelay,489
Total stalling Event,0
player width,1280
player height,720
time,11.513,16.454,21.626,26.576,33.128,38.966,43.983,48.843,53.414,59.008,63.001,68.283,72.836,78.236,82.554,87.315,92.557,97.142,102.630,107.093,112.574,117.847,121.919,126.960,131.751,136.753,141.863
elapsed,0.000,4.941,10.113,15.063,21.615,27.453,32.470,37.330,41.901,47.495,51.488,56.770,61.323,66.723,71.041,75.802,81.044,85.629,91.117,95.580,101.061,106.334,110.406,115.447,120.238,125.240,130.350
bitrate,2000,2000,2000,2000,2000,2000,1401,1401,1401,1401,1401,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,7.719,6.63,5.726,4.847,3.723,3.989,3.371,6.5,13.41,16.418,15.502,14.676,9.463,8.498,7.524,6.677,5.437,4.661,7.497,6.638,5.488,4.708,7.6,6.496,5.506,4.479,7.594
GMSD,0,0,0.99630,0,0.99469,0,0.84568,0,0.98139,0,0.98708,0,0.98816,0,0.99609,0,0.97523,0,0.99612,0,0.97552,0,0.99673,0,0.94814,0,0.99740
bitrateSwitch,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),5899,1866,1807,1823,2037,2582,2127,2633,3032,2075,1129,1289,3093,5433,1612,1495,439,1624,3066,1882,1619,1890,3242,1387,1317,1148,2022

IP,10.0.0.27
Attribute,HIGH
initTime,2023-05-17 20:57:31.959934
endTime,2023-05-17 20:59:56.966174
liveTime(sec),145.00624
startupDelay,1048
Total stalling Event,0
player width,1280
player height,720
time,11.021,16.222,21.205,26.222,32.951,38.466,43.724,48.502,54.255,58.984,63.267,67.235,72.479,77.648,82.359,87.278,92.428,97.041,102.147,107.048,112.162,117.144,121.799,126.715,131.518,136.692,141.486
elapsed,0.000,5.201,10.184,15.201,21.930,27.445,32.703,37.481,43.234,47.963,52.246,56.214,61.458,66.627,71.338,76.257,81.407,86.020,91.126,96.027,101.141,106.123,110.778,115.694,120.497,125.671,130.465
bitrate,2000,2000,2000,2000,2000,2000,2000,1401,1401,1401,1401,1401,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,8.23,7.283,6.164,5.353,4.289,4.298,3.63,6.665,5.644,16.87,15.692,14.879,13.71,8.682,7.671,6.858,5.73,4.926,7.949,6.843,5.71,4.919,7.822,6.735,5.826,4.978,7.82
GMSD,0,0,0.99634,0,0.99463,0,0.99605,0,0.99692,0,0.98639,0,0.98773,0,0.99607,0,0.99652,0,0.99607,0,0.99525,0,0.99588,0,0.98762,0,0.99740
bitrateSwitch,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),5899,1866,1807,1823,2037,2582,2125,2788,2270,4046,1129,1289,1274,5108,3548,1495,439,1624,3066,1882,1619,1890,3242,1387,1317,1148,2022

IP,10.0.0.49
Attribute,HIGH
initTime,2023-05-17 20:57:32.223093
endTime,2023-05-17 20:59:56.966177
liveTime(sec),144.743084
startupDelay,574
Total stalling Event,0
player width,1280
player height,720
time,11.563,16.683,21.998,26.741,33.559,39.674,44.273,49.378,53.724,58.571,64.144,68.475,72.946,78.412,82.783,87.378,92.746,97.522,102.557,107.620,112.687,117.227,122.021
elapsed,0.000,5.120,10.435,15.178,21.996,28.111,32.710,37.815,42.161,47.008,52.581,56.912,61.383,66.849,71.220,75.815,81.183,85.959,90.994,96.057,101.124,105.664,110.458
bitrate,2000,1401,1401,800,800,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,5.385,14.249,15.224,16.57,13.101,13.959,14.15,14.512,15.224,15.86,15.987,16.542,13.665,14.2,14.624,18.237,14.209,14.178,15.268,15.7,16.418,16.197,16.417
GMSD,0,0,0.80136,0,0.86096,0,0.86018,0,0.86162,0,0.86544,0,0.93509,0,0.93808,0,0.93910,0,0.86045,0,0.93432,0,0.89806
bitrateSwitch,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),7765,7869,3695,1673,1351,1805,710,976,1074,786,582,822,665,904,940,1431,773,808,950,911,973,955,1052

IP,10.0.0.28
Attribute,HIGH
initTime,2023-05-17 20:57:32.900595
endTime,2023-05-17 20:59:56.966180
liveTime(sec),144.065585
startupDelay,475
Total stalling Event,0
player width,1280
player height,720
time,12.447,17.667,22.627,27.729,34.483,40.287,44.939,49.647,54.586,59.758,64.097,69.134,73.903,78.938,83.638,88.506,93.714,98.482,103.459,108.577,113.538,118.878,122.853,127.919,132.714,137.783
elapsed,0.000,5.220,10.180,15.282,22.036,27.840,32.492,37.200,42.139,47.311,51.650,56.687,61.456,66.491,71.191,76.059,81.267,86.035,91.012,96.130,101.091,106.431,110.406,115.472,120.267,125.336
bitrate,2000,2000,2000,2000,2000,2000,2000,1401,1401,1401,1401,1401,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,7.787,6.674,5.721,4.749,3.717,4.026,3.423,6.536,5.736,16.583,15.531,14.519,13.574,8.557,7.494,6.508,5.569,4.525,7.755,6.529,5.559,4.589,7.635,6.738,5.66,4.576
GMSD,0,0,0.86647,0,0.99469,0,0.99579,0,0.99698,0,0.98767,0,0.98750,0,0.99606,0,0.99643,0,0.99612,0,0.98342,0,0.99667,0,0.99744,0
bitrateSwitch,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),5899,1866,1807,1823,2037,2582,2125,2788,2270,4046,1129,1289,1274,5108,3548,1495,439,1624,3066,1882,1619,3611,1521,1387,1317,1148

IP,10.0.0.43
Attribute,HIGH
initTime,2023-05-17 20:57:33.315410
endTime,2023-05-17 20:59:56.966183
liveTime(sec),143.650773
startupDelay,857
Total stalling Event,0
player width,1280
player height,720
time,12.588,17.702,22.659,27.761,34.617,40.250,45.045,50.526,54.644,59.622,64.864,69.060,73.953,78.624,83.810,88.819,93.707,98.489,103.372,109.086,113.652,118.586,122.911,128.022
elapsed,0.000,5.114,10.071,15.173,22.029,27.662,32.457,37.938,42.056,47.034,52.276,56.472,61.365,66.036,71.222,76.231,81.119,85.901,90.784,96.498,101.064,105.998,110.323,115.434
bitrate,2000,1401,1401,800,800,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,6.054,14.367,14.611,14.256,14.762,14.962,15.048,15.926,16.183,16.554,17.011,13.859,13.31,17.606,18.077,14.34,15.052,15.19,15.063,15.678,15.267,15.827,16.325,16.963
GMSD,0,0,0.98205,0,0.77830,0,0.94348,0,0.84922,0,0.94464,0,0.90280,0,0.85153,0,0.85863,0,0.94184,0,0.94006,0,0.85560,0
bitrateSwitch,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),7765,7869,3695,1673,2092,1371,712,988,998,765,601,578,940,1306,1033,660,1011,897,914,910,1027,907,1006,984

IP,10.0.0.50
Attribute,HIGH
initTime,2023-05-17 20:57:33.929864
endTime,2023-05-17 20:59:56.966186
liveTime(sec),143.036322
startupDelay,483
Total stalling Event,0
player width,1280
player height,720
time,13.559,18.431,23.538,28.695,35.086,41.280,46.724,50.779,55.163,60.655,64.941,70.098,74.498,79.721,84.869,89.474,94.306,99.355,104.260,109.733,114.457,119.400,123.763
elapsed,0.000,4.872,9.979,15.136,21.527,27.721,33.165,37.220,41.604,47.096,51.382,56.539,60.939,66.162,71.310,75.915,80.747,85.796,90.701,96.174,100.898,105.841,110.204
bitrate,2000,1401,1401,800,800,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,5.97,14.917,16.167,13.038,14.655,14.957,14.802,15.458,16.083,16.498,16.791,13.914,14.278,14.905,15.357,15.176,14.968,15.359,16.696,16.462,16.668,16.831,17.092
GMSD,0,0,0.95306,0,0.98566,0,0.89230,0,0.86778,0,0.87989,0,0.91019,0,0.93646,0,0.88809,0,0.86584,0,0.89382,0,0.89772
bitrateSwitch,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),7765,7869,3695,1140,1883,1805,710,976,1074,786,582,537,950,1273,571,1126,1078,808,950,911,973,955,1052

IP,10.0.0.3
Attribute,HIGH
initTime,2023-05-17 20:57:34.166023
endTime,2023-05-17 20:59:56.966190
liveTime(sec),142.800167
startupDelay,1340
Total stalling Event,0
player width,1280
player height,720
time,13.099,18.143,23.486,28.681,34.982,41.015,46.696,51.132,54.917,59.730,64.411,70.085,74.860,79.227,84.152,89.051,93.939,98.979,103.732,109.076,113.925,119.311,123.375,128.471,133.388
elapsed,0.000,5.044,10.387,15.582,21.883,27.916,33.597,38.033,41.818,46.631,51.312,56.986,61.761,66.128,71.053,75.952,80.840,85.880,90.633,95.977,100.826,106.212,110.276,115.372,120.289
bitrate,2000,2000,2000,2000,2000,2000,1401,1401,1401,1401,1401,1401,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,4.547,3.501,6.375,5.532,4.538,0.318,3.955,6.941,14.111,17.023,15.975,15.129,10.161,5.066,8.136,7.173,6.203,5.141,8.092,6.984,6.102,5.012,8.114,7.062,6.053
GMSD,0,0,0.86681,0,0.99462,0,0.87976,0,0.88267,0,0.98697,0,0.98805,0,0.99608,0,0.98038,0,0.97456,0,0.99523,0,0.99591,0,0.99739
bitrateSwitch,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Throughput (Kbps),3867,3898,1807,1823,2037,0,4709,2633,3032,2075,1129,1289,3093,1719,5326,1495,439,1624,3066,1882,1619,1890,3242,1387,1317

IP,10.0.0.4
Attribute,HIGH
initTime,2023-05-17 20:57:34.840702
endTime,2023-05-17 20:59:56.966192
liveTime(sec),142.12549
startupDelay,652
Total stalling Event,0
player width,1280
player height,720
time,14.214,19.276,24.338,31.081,36.300,42.215,46.119,51.251,56.886,61.387,65.800,70.238,75.509,81.023,85.262,90.757,95.402,100.799,105.165,110.786,115.354,120.133,124.564,129.607,134.525
elapsed,0.000,5.062,10.124,16.867,22.086,28.001,31.905,37.037,42.672,47.173,51.586,56.024,61.295,66.809,71.048,76.543,81.188,86.585,90.951,96.572,101.140,105.919,110.350,115.393,120.311
bitrate,2000,2000,2000,2000,2000,2000,2000,1401,1401,1401,1401,1401,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,8.031,6.98,5.799,4.92,3.992,4.326,3.486,6.357,13.481,16.483,15.604,14.468,13.547,8.488,7.598,6.462,5.545,4.392,7.468,6.474,5.55,8.502,7.565,6.652,5.447
GMSD,0,0,0.99627,0,0.99464,0,0.99573,0,0.84623,0,0.98559,0,0.98732,0,0.97741,0,0.99652,0,0.96232,0,0.96905,0,0.91817,0,0.99733
bitrateSwitch,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),5899,1866,1807,1823,2037,2582,2125,2788,4241,2075,1129,1289,2885,3497,3548,1495,439,1624,3066,1882,1619,3611,1521,1387,1317

IP,10.0.0.44
Attribute,HIGH
initTime,2023-05-17 20:57:34.955508
endTime,2023-05-17 20:59:56.966195
liveTime(sec),142.010687
startupDelay,443
Total stalling Event,0
player width,1280
player height,720
time,14.592,19.730,24.693,31.042,36.538,42.120,46.492,52.293,57.087,62.058,66.066,71.613,75.832,81.351,85.520,91.095,95.657,101.089,105.456,110.992,115.520,120.259,124.816,129.942
