Server Info
bufferLevel,6.111
GMSD,0
bitrateSwitch,0
stalling,0
stallingTime (sec),0
Throughput (Kbps),7765

IP,10.0.0.9
Attribute,HIGH
initTime,2023-04-13 22:51:26.792323
endTime,2023-04-13 22:53:23.353225
liveTime(sec),116.560902
startupDelay,1404
Total stalling Event,0
player width,1280
player height,720
time,19.876,26.888,32.580
elapsed,0.000,7.012,12.704
bitrate,2000,1401,1401
framerate,29.97,29.97,29.97
bufferLevel,3.926,20.456,29.264
GMSD,0,0,0.72434
bitrateSwitch,0,1,0
stalling,0,0,0
stallingTime (sec),0,0,0
Throughput (Kbps),5899,11160,5170

IP,10.0.0.23
Attribute,HIGH
initTime,2023-04-13 22:51:27.531530
endTime,2023-04-13 22:53:24.668069
liveTime(sec),117.136539
startupDelay,1533
Total stalling Event,0
player width,1280
player height,720
time,20.210,27.746,34.092
elapsed,0.000,7.536,13.882
bitrate,2000,1401,800
framerate,29.97,29.97,29.97
bufferLevel,4.21,32.346,32.036
GMSD,0,0,0.91971
bitrateSwitch,0,1,1
stalling,0,0,0
stallingTime (sec),0,0,0
Throughput (Kbps),5899,13935,2612

IP,10.0.0.25
Attribute,HIGH
initTime,2023-04-13 22:51:30.908617
endTime,2023-04-13 22:53:24.574910
liveTime(sec),113.666293
startupDelay,1114
Total stalling Event,0
player width,1280
player height,720
time,24.741,31.366
elapsed,0.000,6.625
bitrate,400,400
framerate,29.97,29.97
bufferLevel,29.863,19.19
GMSD,0,0
bitrateSwitch,0,0
stalling,0,0
stallingTime (sec),0,0
Throughput (Kbps),6015,0


IP,10.0.0.45
Attribute,HIGH
initTime,2023-04-13 22:51:17.016448
endTime,2023-04-13 22:53:24.845360
liveTime(sec),127.828912
startupDelay,523
Total stalling Event,0
player width,1280
player height,720
time,10.309,15.574,20.417,27.872,34.070
elapsed,0.000,5.265,10.108,17.563,23.761
bitrate,2000,1401,1401,800,800
framerate,29.97,29.97,29.97,29.97,29.97
bufferLevel,5.716,29.956,31.181,31.572,31.072
GMSD,0,0,0.78592,0,0.89071
bitrateSwitch,0,1,0,1,0
stalling,0,0,0,0,0
stallingTime (sec),0,0,0,0,0
Throughput (Kbps),7765,12543,3067,2149,1471

IP,10.0.0.49
Attribute,HIGH
initTime,2023-04-13 22:51:21.282523
endTime,2023-04-13 22:53:24.983920
liveTime(sec),123.701397
startupDelay,661
Total stalling Event,0
player width,1280
player height,720
time,14.484,19.963,26.759,32.334
elapsed,0.000,5.479,12.275,17.850
bitrate,2000,1401,1401,800
framerate,29.97,29.97,29.97,29.97
bufferLevel,6.487,30.412,31.068,30.637
GMSD,0,0,0.77454,0
bitrateSwitch,0,1,0,1
stalling,0,0,0,0
stallingTime (sec),0,0,0,0
Throughput (Kbps),7765,12543,3067,2149

IP,10.0.0.1
Attribute,HIGH
initTime,2023-04-13 22:51:23.344810
endTime,2023-04-13 22:53:25.183235
liveTime(sec),121.838425
startupDelay,1196
Total stalling Event,0
