bitrate,2000,1401,1401,800,800,800,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,4.942,29.725,30.75,31.158,30.924,31.183,31.118,31.284,31.509,32.354,32.278,32.347,29.314,33.03,29.229,32.614,29.181,30.158,30.905,31.543,31.611,31.372,31.259,31.857,29.383,30.171
GMSD,0,0,0.98263,0,0.98568,0,0.94905,0,0.95166,0,0.94387,0,0.90844,0,0.84245,0,0.86832,0,0.93352,0,0.91959,0,0.85513,0,0.93137,0
bitrateSwitch,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),7765,12543,3067,2149,1471,1983,1724,853,691,708,950,904,678,1388,1078,808,593,985,889,957,1065,943,1095,913,580,954

IP,10.0.0.47
Attribute,HIGH
initTime,2023-04-12 23:44:50.550198
endTime,2023-04-12 23:47:10.793154
liveTime(sec),140.242956
startupDelay,731
Total stalling Event,0
player width,1280
player height,720
time,14.585,19.654,25.464,29.952,36.535,40.197,45.154,49.855,55.593,59.959,65.420,69.874,75.242,79.955,85.375,89.935,95.374,99.910,105.550,109.943,115.614,119.859,124.817,129.845,134.820,139.826
elapsed,0.000,5.069,10.879,15.367,21.950,25.612,30.569,35.270,41.008,45.374,50.835,55.289,60.657,65.370,70.790,75.350,80.789,85.325,90.965,95.358,101.029,105.274,110.232,115.260,120.235,125.241
bitrate,2000,1401,1401,800,800,800,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,6.017,30.44,30.811,30.721,30.527,33.776,29.506,30.25,30.237,30.619,31.949,31.84,32.819,33.146,29.641,33.625,32.8,32.536,32.907,32.917,29.294,33.187,30.076,30.336,31.561,31.574
GMSD,0,0,0.81201,0,0.80579,0,0.83725,0,0.94874,0,0.94825,0,0.91959,0,0.84741,0,0.86672,0,0.86971,0,0.91677,0,0.90191,0,0.91329,0
bitrateSwitch,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),7765,12543,3067,2149,1471,2671,1036,853,691,708,950,904,940,1126,680,1206,950,911,973,955,702,1229,810,913,935,944

IP,10.0.0.41
Attribute,HIGH
initTime,2023-04-12 23:44:50.747845
endTime,2023-04-12 23:47:10.793157
liveTime(sec),140.045312
startupDelay,1253
Total stalling Event,0
player width,1280
player height,720
time,14.916,19.983,25.371,30.141,36.785,40.390,45.232,50.382,55.518,60.282,65.496,70.204,75.445,80.124,85.609,90.209,95.529,100.165,105.591,110.221,115.713
elapsed,0.000,5.067,10.455,15.225,21.869,25.474,30.316,35.466,40.602,45.366,50.580,55.288,60.529,65.208,70.693,75.293,80.613,85.249,90.675,95.305,100.797
bitrate,2000,1401,1401,800,800,800,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,7.414,31.862,31.275,32.006,31.916,32.445,32.152,32.169,33.033,33.416,31.949,32.348,32.131,32.28,32.631,32.696,32.369,32.481,29.85,29.576,30.926
GMSD,0,0,0.92513,0,0.90912,0,0.93903,0,0.95090,0,0.86794,0,0.90875,0,0.86143,0,0.86656,0,0.88256,0,0.92263
bitrateSwitch,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),9099,12542,3067,2149,1471,1983,1724,853,691,708,950,904,940,1126,1078,808,950,911,607,957,1065

IP,10.0.0.48
Attribute,HIGH
initTime,2023-04-12 23:44:52.003561
endTime,2023-04-12 23:47:10.793159
liveTime(sec),138.789598
startupDelay,390
Total stalling Event,0
player width,1280
player height,720
time,16.533,21.367,27.756,31.551,37.829,41.579,46.731,51.583,56.677,61.580,66.625,71.610,76.745,81.550,86.757,91.605,96.658,101.562,106.780,111.573,116.731,121.530,126.533,131.565,136.538
elapsed,0.000,4.834,11.223,15.018,21.296,25.046,30.198,35.050,40.144,45.047,50.092,55.077,60.212,65.017,70.224,75.072,80.125,85.029,90.247,95.040,100.198,104.997,110.000,115.032,120.005
bitrate,2000,1401,1401,800,800,800,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,5.451,30.201,30.021,30.435,29.413,32.479,33.069,30.044,29.422,30.696,31.133,31.079,32.055,33.123,32.41,32.904,32.301,31.803,32.008,32.509,32.114,32.339,33.201,30.394,30.537
GMSD,0,0,0.85544,0,0.98765,0,0.84724,0,0.95087,0,0.92026,0,0.91863,0,0.90653,0,0.86776,0,0.87102,0,0.82399,0,0.93294,0,0.91155
bitrateSwitch,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),7765,12543,3067,2149,1471,2671,1382,506,691,708,950,904,940,1126,1078,808,950,911,973,955,1052,879,1127,597,935

IP,10.0.0.42
Attribute,HIGH
initTime,2023-04-12 23:44:52.225624
endTime,2023-04-12 23:47:10.793162
liveTime(sec),138.567538
startupDelay,281
Total stalling Event,0
player width,1280
player height,720
time,16.568,21.625,28.060,31.845,38.163,41.796,47.038,51.879,57.030,61.964,67.200,71.970,77.249,81.932,87.143,91.907,96.993,101.838,107.233,111.973,117.006
elapsed,0.000,5.057,11.492,15.277,21.595,25.228,30.470,35.311,40.462,45.396,50.632,55.402,60.681,65.364,70.575,75.339,80.425,85.270,90.665,95.405,100.438
bitrate,2000,1401,1401,800,800,800,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
framerate,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97,29.97
bufferLevel,5.159,33.649,29.504,29.77,29.717,30.321,29.736,30.344,30.974,31.008,29.6,30.028,29.575,29.911,30.602,30.128,30.204,30.952,31.671,32.231,32.651
GMSD,0,0,0.98229,0,0.98455,0,0.95785,0,0.94915,0,0.95119,0,0.87887,0,0.88109,0,0.91379,0,0.86073,0,0.81877
bitrateSwitch,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stalling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stallingTime (sec),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Throughput (Kbps),7765,13535,2075,2149,1471,1983,1724,853,691,708,950,904,940,1126,1078,808,950,911,973,955,1052

IP,10.0.0.7
Attribute,HIGH
